content,score,at
Duolingo is a best app in english learning help me,5,2025-07-20 13:16:33
It's an AWESOME EXPERIENCE! They have a wide range of languages to choose from! Duolingo is also veryy Cute who helps u throughout your journey!,5,2025-07-20 13:16:09
A fun way to learn or relearn Spanish!!,5,2025-07-20 13:15:17
perfect,5,2025-07-20 13:13:09
it's great 👍🏻💯,5,2025-07-20 13:12:10
very good,5,2025-07-20 13:11:28
it really helped me to learn,5,2025-07-20 13:11:00
I love this app..It's the best teacher,5,2025-07-20 13:10:58
amazing app,5,2025-07-20 13:10:54
Really a nice language learning app 🔥,5,2025-07-20 13:09:39
👍,5,2025-07-20 13:09:07
Very nice,5,2025-07-20 13:07:42
very good,5,2025-07-20 13:07:38
I learnt more than 6 languages through the Duolingo. Thank you Duolingo,5,2025-07-20 13:06:43
"A great app for people struggling to learn languages very useful, duo made learning a language just like playing games I love this app",5,2025-07-20 13:06:17
it's app is so good,5,2025-07-20 13:04:26
so good,5,2025-07-20 13:04:20
"App super bom. nota 1000, recomendo",5,2025-07-20 13:03:49
well nice,5,2025-07-20 13:03:05
educative app very helpful,5,2025-07-20 13:03:01
really very nice app,5,2025-07-20 13:02:09
very good,5,2025-07-20 13:02:07
helpful,5,2025-07-20 13:02:03
kinda nice 🤩,4,2025-07-20 12:59:53
nice app i loved it it's easy to learn more languages 🫡,5,2025-07-20 12:59:42
super,5,2025-07-20 12:59:05
very simple,5,2025-07-20 12:58:44
Wow,5,2025-07-20 12:58:05
"This App is really good! This App different than other Apps, I'm happy to study with Duolingo.",5,2025-07-20 12:57:25
this is so good ♥️,5,2025-07-20 12:57:23
"all good,without ad",4,2025-07-20 12:56:34
very good app and very useful.,5,2025-07-20 12:55:21
this app is very-very. good,5,2025-07-20 12:54:39
it teaches me good Chinese lesson,5,2025-07-20 12:54:35
i lovesuper duolingo because I'm really proving my Chinese soon we willbe getting in touch withthem,5,2025-07-20 12:52:53
nice,5,2025-07-20 12:52:42
don't have it installed but I love Duolingo But please add more hearts or more ways to get them,5,2025-07-20 12:52:28
good,4,2025-07-20 12:51:47
that good App,5,2025-07-20 12:51:40
good,4,2025-07-20 12:50:39
"duolingo is the perfect app to learn any language you want , I highly recommend it,and while learning you also have a lot of fun!",5,2025-07-20 12:50:16
v nice application nd helping,5,2025-07-20 12:50:07
it's good but it is daily,4,2025-07-20 12:49:51
سئ جدا,1,2025-07-20 12:49:34
Excellent app! I really enjoy learning Polish with it every morning. Only reason it isn't 5 stars is because the practice exercises for new words never changes. It's the same words I have had since beginning learning Polish and I've moved on a lot! I'd love to be able to review my new words.,4,2025-07-20 12:47:55
this app so nice because is teach mee all skils by english language,5,2025-07-20 12:45:51
Great app,5,2025-07-20 12:45:47
its easy to use you dont need to spend money and im actually learning Spanish,5,2025-07-20 12:45:37
Best app,5,2025-07-20 12:45:06
to much good app but there are some languages missing like Urdu,4,2025-07-20 12:44:50
very good the music and languages are really easy to study,4,2025-07-20 12:43:46
super language,2,2025-07-20 12:43:25
good app for languages 👏👏👏👏👏,5,2025-07-20 12:41:35
this app is good but u have to add for urdu speakers too,3,2025-07-20 12:39:46
the best app I'll rate it 5,5,2025-07-20 12:39:11
"I think,this is the best app for learning language i ever seen",5,2025-07-20 12:39:02
Danke Duolingo,5,2025-07-20 12:38:14
খুব ভালো,5,2025-07-20 12:38:14
it is the best way of learning a language!!!!! i have learnt Italian for 18 days and i know lots of words!!! and no ads!!!,5,2025-07-20 12:37:19
it's got worse. It feels like I'm not learning anything anymore.,1,2025-07-20 12:36:29
This is the app I recommend for language learning,5,2025-07-20 12:35:53
very nice 👍,5,2025-07-20 12:35:11
very nice app I can learn French from duolingo,5,2025-07-20 12:34:22
best app!!! :),5,2025-07-20 12:34:05
Fun and easy to use! love it so far.,5,2025-07-20 12:33:52
it is not for free and cant learn better,1,2025-07-20 12:32:28
Good opportunity for busy people,5,2025-07-20 12:30:41
"its a fantastic app with many many languages it,s a fun way of learning spanish",5,2025-07-20 12:29:40
very nice app! perfect for learning other languages if you want to travel to other countries! highly recommended,5,2025-07-20 12:29:05
superb and easy way all,5,2025-07-20 12:28:32
I have been using the app since month and found it easy to use and helped improve my language tht I'm poor in . No need of any guide n tutorial just pick your language. Perfect for beginners,5,2025-07-20 12:27:53
Helpful and Beautiful,5,2025-07-20 12:26:58
I learned japaness in a day !!!,5,2025-07-20 12:26:20
"im sure im learning alot,its beautiful as a first timer to feel this confident",5,2025-07-20 12:25:14
Nice App,5,2025-07-20 12:24:55
very nice 👍,5,2025-07-20 12:24:39
it's helpful ☺️,5,2025-07-20 12:24:20
it does nag a bit and it would be nice to be able to go back for vocabulary,4,2025-07-20 12:23:45
excellent 👍,5,2025-07-20 12:23:05
Am getting better thanks to duolingo,5,2025-07-20 12:22:29
Great,5,2025-07-20 12:21:38
lightning bolts and very bright colors aren't improving the educational experience,5,2025-07-20 12:20:01
this app is really very very best I learn Korean from 2 months and I learned very much best Korean . I speak fluently in Korean language. Duolingo teach like enjoy and with a game type. duolingo is very helpful platform for everyone.,4,2025-07-20 12:17:34
easy learning 👌 😌,5,2025-07-20 12:15:44
Best app;I learned so many languages from here I just love this,5,2025-07-20 12:13:41
Such a good and nice app my English skill has improve,5,2025-07-20 12:13:39
Duolingo is amazing 🤩 app you can learn more than 100 languages and I ts free.,5,2025-07-20 12:13:31
good helping me,5,2025-07-20 12:12:58
a very helpful app and improve my vocabulary and helped me to make sentences in the class I really loved it ❤,5,2025-07-20 12:11:52
l love this sap I could know many language 😊😆😊😊,5,2025-07-20 12:11:50
it so excellent and it so helpful too for us struggling with languages,5,2025-07-20 12:11:28
good app starts from easy,5,2025-07-20 12:09:25
Duolingo is such an excellent language app that will help you boost you grammar in all possible ways.,4,2025-07-20 12:06:50
Really good.,5,2025-07-20 12:06:29
good,5,2025-07-20 12:04:20
so fun and makes learning more interesting,5,2025-07-20 12:03:51
this is the perfect place to get learn Korean and more language thank you Duolingo💓,5,2025-07-20 12:03:09
great I'm already learing so much on my 2nd day!What are u waiting for come join the crew,5,2025-07-20 12:02:43
Good quality and very helpful to learn languages,5,2025-07-20 12:01:41
bahut hi badhiya app hai English kaun si bhasha sikhane ke liye ☺️☺️☺️,4,2025-07-20 11:59:07
it really cool and helpful,5,2025-07-20 11:57:22
Good I love it but the ads are annoing,4,2025-07-20 11:56:14
Play a game and learn something new!,5,2025-07-20 11:54:29
I want to learn Thai language but it is not available this apps I really hate this please add the Thai language,2,2025-07-20 11:52:44
i learn french and now am really good at it,5,2025-07-20 11:51:16
a very good free learning app for a language 🤩🤩🤩,5,2025-07-20 11:51:09
Can you add lessons for Bulgarian speakers it will be much more easier to learn new languages for us Bulgarians❤️,4,2025-07-20 11:50:53
best way to learn English,5,2025-07-20 11:50:00
excellent resource for learning a wide range of languages,5,2025-07-20 11:48:47
"One of the best app that I've ever used in my life. True to say, this app provides its user with the feeling of both playing games and learning new languages. Specially the process of learning languages is so much attractive and beginner friendly that even a child can start learning languages from 0 knowledge. 🔥",5,2025-07-20 11:46:10
perfect,5,2025-07-20 11:45:43
this is a very good app and this is to learn more things thank you,5,2025-07-20 11:45:31
good,5,2025-07-20 11:45:17
"it's so amazing and easy!!!it may appear a bit boring at first,bit as you reach the 2ndevel,it's mind blowing..I don't even need to practise extra,I just play here by routine!I love ❤️ it!!",5,2025-07-20 11:44:56
it's make it fun way I love it,5,2025-07-20 11:43:18
best in the world 10/10🔥,5,2025-07-20 11:42:55
very very useful aap,5,2025-07-20 11:40:45
love this app,5,2025-07-20 11:40:27
bhot acha,5,2025-07-20 11:40:13
"3 days, camping, no service, its all gone. Every day, its all gone.",2,2025-07-20 11:39:31
yayyyyy,5,2025-07-20 11:38:46
👍🏻🫶🏻👍🏻👍🏻,5,2025-07-20 11:38:23
it was so helpful,5,2025-07-20 11:38:02
niceeee,5,2025-07-20 11:37:56
nice Chinese 4skill education app I love it🥰😘,4,2025-07-20 11:35:08
"helps you to learn Japanese, Chinese, French and many more . It is amazing!",5,2025-07-20 11:34:21
super but give anytime super duolingo,5,2025-07-20 11:34:19
I love it so much,5,2025-07-20 11:32:04
I feel pleasure very much playing it.,5,2025-07-20 11:31:42
it's really helpful 😀👌🏻,5,2025-07-20 11:29:17
Great app to practice new languages.,4,2025-07-20 11:28:36
this apps so awesome. beginning person it was so perfect,5,2025-07-20 11:28:13
good v,5,2025-07-20 11:27:55
nice,5,2025-07-20 11:27:42
good as every body says💚,5,2025-07-20 11:27:02
best learning app for beginners,5,2025-07-20 11:26:37
çok güzel,5,2025-07-20 11:26:33
so good...bot persian?,5,2025-07-20 11:25:47
very good,5,2025-07-20 11:25:36
I need more language from India🇮🇳,5,2025-07-20 11:25:30
"I tried learning Spanish for a club in school and showed some of the lessons to my teacher there who pointed out many mistakes. I'm a native German speaker and after that Spanish 'incident' I tried the German course to see how it looks there and was surprised by the amount of mistakes and useless things you learn in the first lessons. Plus, when you report the mistakes nothing happens which is pretty frustrating and you also don't really learn any grammar.",1,2025-07-20 11:24:25
beautiful✨,5,2025-07-20 11:22:09
excellent,4,2025-07-20 11:22:08
It is a best app but if could talk freely like ChatGPT in this app then it would be even more fun,5,2025-07-20 11:21:48
it's is good app for learning english and other languages to children,5,2025-07-20 11:20:22
so useful and enjoyable,5,2025-07-20 11:19:45
use full,5,2025-07-20 11:19:35
"Totally rad, it's helping me learn German really fast, you should totally download it.✌️:)",5,2025-07-20 11:18:43
"Honestly this app was probably my favorite language learning app of all time. It's fun, it has memorable characters and stories, it even keeps up with trends and the media. But I have poured two and a half years of my life into this app and I couldn't say I'm anymore fluent then I was back in the 8th Grade when I was taking a Spanish class. With the new AI systems running everything it's practically impossible to learn a new language. I will miss you Duo, thank you.",3,2025-07-20 11:17:43
very nice very helpful i like it Duolingo,5,2025-07-20 11:17:33
Ok,4,2025-07-20 11:17:20
very good app for learning English,5,2025-07-20 11:14:33
"endlessly learning the same pointless sentence ""we have a dog?"" ""yes we have a dog"" repeated for 3mintutes. is not learning....it's embarrassing! the ratio of play to learning is 99 to 1. as well as the endless prodding to buy power ups and extra time, the extra cynical thing I've noticed is that the match madness game, won't let you beat the timer when you get to the advanced level of match madness as the buttons you need appear too slowly.😡",1,2025-07-20 11:14:24
